"KO","STN","Pvalue","30L1","30L2","30L3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","30L1_log","30L2_log","30L3_log","30R1_log","30R2_log","30R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression","category"
"K00800",-2.300606133,0.000888889,0,0,0,16.359,13.973,12.15,"3-phosphoshikimate 1-carboxyvinyltransferase 1","3-phosphoshikimate 1-carboxyvinyltransferase","3-phosphoshikimate 1-carboxyvinyltransferase","aroA","GO:0008652;GO:0009073;GO:0009423;GO:0003866;GO:0005737;GO:0003824;GO:0016765","amino acid biosynthetic process;aromatic amino acid family biosynthetic process;chorismate biosynthetic process;3-phosphoshikimate 1-carboxyvinyltransferase activity;cytoplasm;catalytic activity;transferase activity, transferring alkyl or aryl (other than methyl) groups;cellular amino acid biosynthetic process","3-phosphoshikimate 1-carboxyvinyltransferase ",0,0,0,4.117611936,3.904291405,3.716990894,14.16066667,0,3.912964745,0,-3.912964745,3.051152522,"Downregulated","Amino acid metabolism"
"K00812",-1.547107438,0.005148693,0,0,0,8.6608,9.6063,9.9412,"Aspartate aminotransferase","pyridoxal phosphate-dependent aminotransferase","Aminotransferase","","GO:0009058;GO:0008483;GO:0030170;GO:0003824","biosynthetic process;transaminase activity;pyridoxal phosphate binding;catalytic activity","aspartate aminotransferase ",0,0,0,3.272142662,3.406849556,3.451699072,9.402766667,0,3.376897097,0,-3.376897097,2.288303019,"Downregulated","Amino acid metabolism"
"K00826",-1.779414322,0.003052288,7.8843,0,3.9043,13.472,17.466,15.464,"Branched-chain-amino-acid aminotransferase","branched-chain amino acid transaminase","","","GO:0009081;GO:0004084;GO:0003824","branched-chain amino acid metabolic process;branched-chain-amino-acid transaminase activity;catalytic activity","branched-chain amino acid aminotransferase ",3.15125811,0,2.294047233,3.855192408,4.206799487,4.041242982,15.46733333,3.929533333,4.034411626,1.815101781,-2.219309845,2.51537455,"Downregulated","Amino acid metabolism"
"K00856",-1.89442906,0.001952614,0,0,0,11.548,13.099,9.9412,"putative sugar kinase YdjH","adenosine kinase","","","GO:0016773","phosphotransferase activity, alcohol group as acceptor","adenosine kinase ",0,0,0,3.649385529,3.817520935,3.451699072,11.5294,0,3.639535179,0,-3.639535179,2.709383517,"Downregulated","Purines, pyrimidines, nucleotides"
"K00860",-1.790522425,0.00295098,7.8843,8.4554,8.7846,20.208,20.959,22.092,"putative adenylyl-sulfate kinase","adenylyl-sulfate kinase","","","GO:0000103;GO:0004020;GO:0005524","sulfate assimilation;adenylylsulfate kinase activity;ATP binding","adenylylsulfate kinase ",3.15125811,3.241138491,3.290512874,4.40653667,4.456740451,4.529321225,21.08633333,8.374766667,4.464199449,3.227636492,-1.236562957,2.530033676,"Downregulated","S and N metabolism"
"K00872",-1.443287673,0.006568627,0,0,0,7.6985,8.733,9.9412,"Homoserine kinase","homoserine kinase","","","GO:0006566;GO:0004413;GO:0005524","threonine metabolic process;homoserine kinase activity;ATP binding","homoserine kinase ",0,0,0,3.120766639,3.282884555,3.451699072,8.7909,0,3.285116755,0,-3.285116755,2.182525369,"Downregulated","Amino acid metabolism"
"K00873",-2.053014868,0.001462418,0,0,0,13.472,13.099,11.046,"Pyruvate kinase","pyruvate kinase","","","GO:0006096;GO:0000287;GO:0004743;GO:0030955;GO:0003824","glycolytic process;magnesium ion binding;pyruvate kinase activity;potassium ion binding;catalytic activity","pyruvate kinase ",0,0,0,3.855192408,3.817520935,3.590482259,12.539,0,3.754398534,0,-3.754398534,2.834928387,"Downregulated","Respiration"
"K00962",-6.858575902,1e-06,35.479,31.406,35.138,118.36,116.15,111.56,"Polyribonucleotide nucleotidyltransferase","polyribonucleotide nucleotidyltransferase","Polyribonucleotide nucleotidyltransferase","pnp","GO:0006396;GO:0006402;GO:0000287;GO:0003723;GO:0004654;GO:0005737;GO:0003676","RNA processing;mRNA catabolic process;magnesium ion binding;RNA binding;polyribonucleotide nucleotidyltransferase activity;cytoplasm;nucleic acid binding","polyribonucleotide nucleotidyltransferase ",5.188994276,5.018189049,5.17544476,6.89917563,6.872213144,6.814550423,115.3566667,34.00766667,6.861979733,5.127542695,-1.734437038,6,"Downregulated","Transcription"
"K01082",-1.427014457,0.006834967,0,0,0,9.6231,8.733,7.732,"3'(2'),5'-bisphosphate nucleotidase CysQ","3'(2'),5'-bisphosphate nucleotidase CysQ","3',5'-bisphosphate nucleotidase CysQ","","GO:0046854;GO:0046855","phosphatidylinositol phosphate biosynthetic process;inositol phosphate dephosphorylation","3'(2'), 5'-bisphosphate nucleotidase ",0,0,0,3.409132925,3.282884555,3.12631213,8.696033333,0,3.272776537,0,-3.272776537,2.165263558,"Downregulated","S and N metabolism"
"K01251",-3.476501588,0.00029085,2.9566,0,0,26.945,26.199,17.673,"Adenosylhomocysteinase","adenosylhomocysteinase","","","","","adenosylhomocysteinase ",1.984261221,0,0,4.80451827,4.765481705,4.222881824,23.60566667,0.985533333,4.597627266,0.661420407,-3.936206859,3.53633142,"Downregulated","Amino acid metabolism"
"K01255",-2.090784372,0.001444444,0,0,1.9521,11.548,13.973,13.255,"Cytosol aminopeptidase","leucyl aminopeptidase","Probable cytosol aminopeptidase","pepA","GO:0006508;GO:0030145;GO:0070006;GO:0005737;GO:0019538","proteolysis;manganese ion binding;metalloaminopeptidase activity;cytoplasm;protein metabolic process","leucyl aminopeptidase ",0,0,1.561741592,3.649385529,3.904291405,3.833396134,12.92533333,0.6507,3.795691023,0.520580531,-3.275110492,2.840299157,"Downregulated","Translation"
"K01358",-3.758189097,3.26797e-05,16.754,8.4554,26.354,47.1535,50.6511,58.5429,"ATP-dependent Clp protease proteolytic subunit","MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP;ATP-dependent Clp endopeptidase proteolytic subunit ClpP;MULTISPECIES: ATP-dependent Clp protease proteolytic subunit;Endopeptidase Clp",";ATP-dependent Clp protease proteolytic subunit",";clpP-2","GO:0006508;GO:0004176;GO:0004252;GO:0005737","proteolysis;ATP-dependent peptidase activity;serine-type endopeptidase activity;cytoplasm","ATP-dependent Clp protease, protease subunit ",4.150072197,3.241138491,4.77367991,5.589568758,5.690727169,5.895857584,52.11583333,17.1878,5.725384504,4.054963533,-1.670420971,4.485721426,"Downregulated","Regulatory system and stress"
"K01428",-1.747053574,0.003437908,5.9132,7.2475,2.9282,16.359,16.593,16.569,"Urease subunit alpha","urease subunit alpha","","","GO:0006807;GO:0009039;GO:0016151;GO:0016787;GO:0016810","nitrogen compound metabolic process;urease activity;nickel cation binding;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","urease subunit alpha ",2.789353664,3.043956873,1.973868385,4.117611936,4.13692961,4.134960173,16.507,5.362966667,4.129833906,2.602392974,-1.527440933,2.463705687,"Downregulated","S and N metabolism"
"K01495",-1.589913731,0.004759804,0,0,0,12.51,8.733,7.732,"GTP cyclohydrolase 1","GTP cyclohydrolase I","","","GO:0046654;GO:0003934","tetrahydrofolate biosynthetic process;GTP cyclohydrolase I activity","GTP cyclohydrolase IA ",0,0,0,3.75595577,3.282884555,3.12631213,9.658333333,0,3.388384152,0,-3.388384152,2.322410938,"Downregulated","Transcription"
"K01507",-2.434275354,0.000588235,11.826,8.4554,11.713,27.907,31.4386,29.824,"Inorganic pyrophosphatase","inorganic diphosphatase",";Inorganic pyrophosphatase",";ppa","GO:0006796;GO:0000287;GO:0004427;GO:0005737","phosphate-containing compound metabolic process;magnesium ion binding;inorganic diphosphate phosphatase activity;cytoplasm;inorganic diphosphatase activity","inorganic pyrophosphatase ",3.680999407,3.241138491,3.668232611,4.853346987,5.019639651,4.945982186,29.7232,10.6648,4.939656275,3.530123503,-1.409532772,3.230448921,"Downregulated","Energy and redox"
"K01524",-1.673619376,0.004086601,0,0,0,12.51,11.353,6.6275,"Exopolyphosphatase","Ppx/GppA family phosphatase","","","","","exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase ",0,0,0,3.75595577,3.626789546,2.931210275,10.1635,0,3.437985197,0,-3.437985197,2.38863773,"Downregulated","Purines, pyrimidines, nucleotides"
"K01586",-1.304164238,0.008870915,0,0,0,10.585,7.8597,5.5229,"Diaminopimelate decarboxylase","diaminopimelate decarboxylase","Diaminopimelate decarboxylase","lysA","GO:0009089;GO:0008836;GO:0030170;GO:0003824","lysine biosynthetic process via diaminopimelate;diaminopimelate decarboxylase activity;pyridoxal phosphate binding;catalytic activity","diaminopimelate decarboxylase ",0,0,0,3.534186139,3.147257848,2.705513511,7.9892,0,3.128985833,0,-3.128985833,2.05203158,"Downregulated","Amino acid metabolism"
"K01595",-4.016897388,3.26797e-05,0,0,0,28.869,31.439,19.882,"Phosphoenolpyruvate carboxylase","phosphoenolpyruvate carboxylase","","","GO:0006099;GO:0015977;GO:0008964;GO:0003824","tricarboxylic acid cycle;carbon fixation;phosphoenolpyruvate carboxylase activity;catalytic activity","phosphoenolpyruvate carboxylase ",0,0,0,4.900577033,5.019657441,4.384187989,26.73,0,4.768140821,0,-4.768140821,4.485721426,"Downregulated","Respiration"
"K01599",-4.224171967,3.26797e-05,0,0,2.9282,26.945,29.692,32.033,"Uroporphyrinogen decarboxylase","uroporphyrinogen decarboxylase","","","GO:0006779;GO:0004853","porphyrin-containing compound biosynthetic process;uroporphyrinogen decarboxylase activity","uroporphyrinogen decarboxylase ",0,0,1.973868385,4.80451827,4.939790755,5.045836094,29.55666667,0.976066667,4.930048373,0.657956128,-4.272092245,4.485721426,"Downregulated","Photosynthesis and chlorophyll"
"K01627",-2.344189279,0.000740196,0,0,0,16.359,14.846,12.15,"2-dehydro-3-deoxyphosphooctonate aldolase","3-deoxy-8-phosphooctulonate synthase","","","GO:0009058;GO:0008676;GO:0005737","biosynthetic process;3-deoxy-8-phosphooctulonate synthase activity;cytoplasm","2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) ",0,0,0,4.117611936,3.986046802,3.716990894,14.45166667,0,3.940216544,0,-3.940216544,3.13065322,"Downregulated","Cell wall and signaling"
"K01647",-1.722180509,0.003676471,0,0,0,9.6231,9.6063,12.15,"Citrate synthase","citrate synthase","","","GO:0046912;GO:0005737","acyltransferase activity, acyl groups converted into alkyl on transfer;cytoplasm","citrate synthase ",0,0,0,3.409132925,3.406849556,3.716990894,10.4598,0,3.510991125,0,-3.510991125,2.434568904,"Downregulated","Respiration"
"K01649",-1.82039537,0.002495098,0,0,0,13.472,13.099,6.6275,"2-isopropylmalate synthase","2-isopropylmalate synthase","","","GO:0009098;GO:0003852;GO:0019752;GO:0003824;GO:0046912","leucine biosynthetic process;2-isopropylmalate synthase activity;carboxylic acid metabolic process;catalytic activity;acyltransferase activity, acyl groups converted into alkyl on transfer","2-isopropylmalate synthase ",0,0,0,3.855192408,3.817520935,2.931210275,11.06616667,0,3.534641206,0,-3.534641206,2.602912385,"Downregulated","Amino acid metabolism"
"K01682",-1.390198266,0.007609477,0,0,0,7.6985,12.226,5.5229,"Aconitate hydratase B","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase","","","GO:0006099;GO:0003994;GO:0051539;GO:0005829","tricarboxylic acid cycle;aconitate hydratase activity;4 iron, 4 sulfur cluster binding;cytosol","aconitate hydratase 2 / 2-methylisocitrate dehydratase ",0,0,0,3.120766639,3.725304902,2.705513511,8.482466667,0,3.183861684,0,-3.183861684,2.118645184,"Downregulated","Respiration"
"K01696",-1.368519093,0.007857843,0,0,0,10.585,7.8597,6.6275,"Tryptophan synthase beta chain","tryptophan synthase subunit beta","Tryptophan synthase beta chain","trpB","GO:0000162;GO:0004834;GO:0006568","tryptophan biosynthetic process;tryptophan synthase activity;tryptophan metabolic process","tryptophan synthase beta chain ",0,0,0,3.534186139,3.147257848,2.931210275,8.3574,0,3.204218087,0,-3.204218087,2.104696645,"Downregulated","Amino acid metabolism"
"K01698",-1.364133485,0.007906863,10.841,3.6238,11.713,17.322,21.832,15.464,"Delta-aminolevulinic acid dehydratase","porphobilinogen synthase","","","GO:0033014;GO:0004655;GO:0046872","tetrapyrrole biosynthetic process;porphobilinogen synthase activity;metal ion binding","porphobilinogen synthase ",3.56571902,2.209078996,3.668232611,4.195505089,4.512985335,4.041242982,18.206,8.725933333,4.249911135,3.147676876,-1.10223426,2.1019958,"Downregulated","Photosynthesis and chlorophyll"
"K01714",-1.302293464,0.008918301,3.9422,0,3.9043,8.6608,12.226,9.9412,"4-hydroxy-tetrahydrodipicolinate synthase","4-hydroxy-tetrahydrodipicolinate synthase","4-hydroxy-tetrahydrodipicolinate synthase","dapA","GO:0009089;GO:0019877;GO:0008840;GO:0005737;GO:0016829","lysine biosynthetic process via diaminopimelate;diaminopimelate biosynthetic process;4-hydroxy-tetrahydrodipicolinate synthase activity;cytoplasm;lyase activity","4-hydroxy-tetrahydrodipicolinate synthase ",2.305153395,0,2.294047233,3.272142662,3.725304902,3.451699072,10.276,2.6155,3.483048879,1.533066876,-1.949982003,2.049717891,"Downregulated","Cell wall and signaling"
"K01733",-2.138140361,0.001361111,2.9566,2.4158,1.9521,17.322,13.973,12.15,"Threonine synthase","MAG: threonine synthase","","","GO:0009088;GO:0004795;GO:0030170;GO:0006520","threonine biosynthetic process;threonine synthase activity;pyridoxal phosphate binding;amino acid metabolic process","threonine synthase ",1.984261221,1.772223506,1.561741592,4.195505089,3.904291405,3.716990894,14.48166667,2.4415,3.938929129,1.772742106,-2.166187023,2.866106421,"Downregulated","Amino acid metabolism"
"K01756",-2.780274055,0.000426471,2.9566,0,0,18.284,19.213,17.673,"Adenylosuccinate lyase","adenylosuccinate lyase","","","GO:0009152;GO:0004018;GO:0003824","purine ribonucleotide biosynthetic process;N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity","adenylosuccinate lyase ",1.984261221,0,0,4.26933243,4.337211556,4.222881824,18.39,0.985533333,4.27647527,0.661420407,-3.615054863,3.370110915,"Downregulated","Purines, pyrimidines, nucleotides"
"K01784",-1.785166513,0.002985294,0,0,4.8803,10.585,16.593,11.046,"UDP-glucose 4-epimerase","NAD-dependent epimerase/dehydratase family protein","","","","","UDP-glucose 4-epimerase ",0,0,2.55588976,3.534186139,4.13692961,3.590482259,12.74133333,1.626766667,3.753866003,0.851963253,-2.901902749,2.525012875,"Downregulated","Respiration"
"K01791",-2.339918789,0.00079085,0,0,4.8803,15.397,16.593,17.673,"UDP-N-acetylglucosamine 2-epimerase","MAG: UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)","","","GO:0008761","UDP-N-acetylglucosamine 2-epimerase activity","UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) ",0,0,2.55588976,4.035359978,4.13692961,4.222881824,16.55433333,1.626766667,4.131723804,0.851963253,-3.279760551,3.101906061,"Downregulated","Cell wall and signaling"
"K01803",-2.021679049,0.0015,0,0,0,14.435,14.846,7.732,"Triosephosphate isomerase","triose-phosphate isomerase","","","GO:0006096;GO:0004807","glycolytic process;triose-phosphate isomerase activity","triosephosphate isomerase (TIM) ",0,0,0,3.948133578,3.986046802,3.12631213,12.33766667,0,3.686830837,0,-3.686830837,2.823908741,"Downregulated","Respiration"
"K01835",-2.809085779,0.000415033,0,0,0,18.284,19.213,15.464,"Phosphoglucomutase","alpha-D-glucose phosphate-specific phosphoglucomutase","","","GO:0005975;GO:0000287;GO:0004614;GO:0071704;GO:0016868","carbohydrate metabolic process;magnesium ion binding;phosphoglucomutase activity;organic substance metabolic process;intramolecular transferase activity, phosphotransferases","phosphoglucomutase ",0,0,0,4.26933243,4.337211556,4.041242982,17.65366667,0,4.215928989,0,-4.215928989,3.381917706,"Downregulated","Respiration"
"K01868",-1.636327914,0.004276144,0,0,0,9.6231,11.353,8.8366,"Threonine--tRNA ligase","threonine--tRNA ligase","","","GO:0006435;GO:0004829;GO:0005524;GO:0005737;GO:0006418;GO:0043039;GO:0000166;GO:0004812","threonyl-tRNA aminoacylation;threonine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","threonyl-tRNA synthetase ",0,0,0,3.409132925,3.626789546,3.298159737,9.937566667,0,3.44469407,0,-3.44469407,2.3689477,"Downregulated","Translation"
"K01869",-2.132886402,0.001361111,0,0,0,16.359,13.973,8.8366,"Leucine--tRNA ligase","leucine--tRNA ligase","Leucine--tRNA ligase","leuS","GO:0006429;GO:0106074;GO:0002161;GO:0004823;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","leucyl-tRNA aminoacylation;aminoacyl-tRNA metabolism involved in translational fidelity;aminoacyl-tRNA editing activity;leucine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","leucyl-tRNA synthetase ",0,0,0,4.117611936,3.904291405,3.298159737,13.0562,0,3.773354359,0,-3.773354359,2.866106421,"Downregulated","Translation"
"K01873",-1.859516775,0.002150327,0,0,0,14.435,13.973,5.5229,"Valine--tRNA ligase","MAG: valine--tRNA ligase","","","GO:0006438;GO:0002161;GO:0004832;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","valyl-tRNA aminoacylation;aminoacyl-tRNA editing activity;valine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","valyl-tRNA synthetase ",0,0,0,3.948133578,3.904291405,2.705513511,11.3103,0,3.519312831,0,-3.519312831,2.667495533,"Downregulated","Translation"
"K01876",-3.030577175,0.000400327,0,0,0,25.02,18.339,14.359,"Aspartate--tRNA ligase","aspartate--tRNA ligase","","","GO:0006418;GO:0003676;GO:0004812;GO:0005524;GO:0005737;GO:0000166;GO:0016874","tRNA aminoacylation for protein translation;nucleic acid binding;aminoacyl-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding;ligase activity","aspartyl-tRNA synthetase ",0,0,0,4.701549057,4.273441291,3.941012382,19.23933333,0,4.305334244,0,-4.305334244,3.397585338,"Downregulated","Translation"
"K01879",-4.316457009,3.26797e-05,2.9566,0,0,31.756,30.565,28.719,"Glycine--tRNA ligase beta subunit","glycine--tRNA ligase subunit beta","","","GO:0006426;GO:0004820;GO:0005524;GO:0005737;GO:0000166","glycyl-tRNA aminoacylation;glycine-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding","glycyl-tRNA synthetase beta chain ",1.984261221,0,0,5.033687288,4.980253846,4.893313667,30.34666667,0.985533333,4.969084934,0.661420407,-4.307664527,4.485721426,"Downregulated","Translation"
"K01885",-1.676498238,0.004086601,0,0,0,10.585,12.226,7.732,"Glutamate--tRNA ligase","glutamate--tRNA ligase","","","GO:0006424;GO:0000049;GO:0004818;GO:0005524;GO:0008270;GO:0006418;GO:0043039;GO:0000166;GO:0004812","glutamyl-tRNA aminoacylation;tRNA binding;glutamate-tRNA ligase activity;ATP binding;zinc ion binding;tRNA aminoacylation for protein translation;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","glutamyl-tRNA synthetase ",0,0,0,3.534186139,3.725304902,3.12631213,10.181,0,3.46193439,0,-3.46193439,2.38863773,"Downregulated","Translation"
"K01895",-4.163491142,3.26797e-05,2.9566,0,2.9282,35.605,30.565,24.301,"Acetyl-coenzyme A synthetase","acetate--CoA ligase","Acetyl-coenzyme A synthetase","acs","GO:0019427;GO:0003987;GO:0005524;GO:0016208;GO:0046872","acetyl-CoA biosynthetic process from acetate;acetate-CoA ligase activity;ATP binding;AMP binding;metal ion binding","acetyl-CoA synthetase ",1.984261221,0,1.973868385,5.193968819,4.980253846,4.661122502,30.157,1.9616,4.945115056,1.319376535,-3.625738521,4.485721426,"Downregulated","Respiration"
"K01897",-1.694103644,0.003859477,0,0,0,11.548,10.48,8.8366,"Long-chain-fatty-acid--CoA ligase FadD15","AMP-binding protein","","","","","long-chain acyl-CoA synthetase ",0,0,0,3.649385529,3.521050737,3.298159737,10.2882,0,3.489532001,0,-3.489532001,2.413471529,"Downregulated","Cell wall and signaling"
"K01921",-1.269547934,0.009784314,0,0,0,8.6608,6.9864,7.732,"D-alanine--D-alanine ligase","D-alanine--D-alanine ligase","D-alanine--D-alanine ligase","ddl","GO:0008360;GO:0009252;GO:0071555;GO:0005524;GO:0008716;GO:0046872;GO:0005737","regulation of cell shape;peptidoglycan biosynthetic process;cell wall organization;ATP binding;D-alanine-D-alanine ligase activity;metal ion binding;cytoplasm","D-alanine-D-alanine ligase ",0,0,0,3.272142662,2.997545331,3.12631213,7.793066667,0,3.132000041,0,-3.132000041,2.00946963,"Downregulated","Cell wall and signaling"
"K01939",-2.97796985,0.000400327,0,0,0,22.133,20.086,14.359,"Adenylosuccinate synthetase","adenylosuccinate synthase","","","GO:0006164;GO:0004019;GO:0005525;GO:0000166","purine nucleotide biosynthetic process;adenylosuccinate synthase activity;GTP binding;nucleotide binding","adenylosuccinate synthase ",0,0,0,4.531880469,4.398213538,3.941012382,18.85933333,0,4.290368796,0,-4.290368796,3.397585338,"Downregulated","Purines, pyrimidines, nucleotides"
"K01940",-4.038527041,3.26797e-05,0,0,0,28.869,25.326,26.51,"Argininosuccinate synthase","argininosuccinate synthase","","","GO:0006526;GO:0004055;GO:0005524","arginine biosynthetic process;argininosuccinate synthase activity;ATP binding","argininosuccinate synthase ",0,0,0,4.900577033,4.718416428,4.781884235,26.90166667,0,4.800292565,0,-4.800292565,4.485721426,"Downregulated","Amino acid metabolism"
"K01945",-2.161977988,0.00125817,0,0,0,12.51,13.973,13.255,"Phosphoribosylamine--glycine ligase","phosphoribosylamine--glycine ligase","","","GO:0009113;GO:0004637;GO:0005524;GO:0046872","purine nucleobase biosynthetic process;phosphoribosylamine-glycine ligase activity;ATP binding;metal ion binding","phosphoribosylamine---glycine ligase ",0,0,0,3.75595577,3.904291405,3.833396134,13.246,0,3.831214436,0,-3.831214436,2.900260697,"Downregulated","Purines, pyrimidines, nucleotides"
"K01955",-2.488448008,0.000506536,0,0,0,20.208,18.339,7.732,"Carbamoyl-phosphate synthase large chain","carbamoyl-phosphate synthase large subunit","","","GO:0006807;GO:0005524;GO:0046872","nitrogen compound metabolic process;ATP binding;metal ion binding","carbamoyl-phosphate synthase large subunit ",0,0,0,4.40653667,4.273441291,3.12631213,15.42633333,0,3.935430031,0,-3.935430031,3.295389728,"Downregulated","Purines, pyrimidines, nucleotides"
"K01961",-1.942500449,0.001624183,0,0,0,12.51,17.466,5.5229,"Biotin carboxylase","acetyl-CoA carboxylase biotin carboxylase subunit","","","GO:0005524;GO:0016874;GO:0046872","ATP binding;ligase activity;metal ion binding","acetyl-CoA carboxylase, biotin carboxylase subunit ",0,0,0,3.75595577,4.206799487,2.705513511,11.83296667,0,3.556089589,0,-3.556089589,2.789365038,"Downregulated","Other metabolites"
"K01990",-1.706712634,0.003830065,0,0,0,11.548,9.6063,9.9412,"Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","ATP-binding cassette domain-containing protein","ATP-binding cassette domain-containing protein","","GO:0005524","ATP binding","ABC-2 type transport system ATP-binding protein",0,0,0,3.649385529,3.406849556,3.451699072,10.36516667,0,3.502644719,0,-3.502644719,2.416793815,"Downregulated","Transport"
"K02094",-2.00108206,0.001542484,6.8988,0,0,14.435,13.973,17.673,"Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core","phycobilisome linker polypeptide","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycobilisome core linker protein",2.981633493,0,0,3.948133578,3.904291405,4.222881824,15.36033333,2.2996,4.025102269,0.993877831,-3.031224438,2.811779428,"Downregulated","Photosynthesis and chlorophyll"
"K02095",-3.025550048,0.000400327,9.8554,6.0396,11.713,33.681,34.059,30.928,"Allophycocyanin alpha-B chain","allophycocyanin","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","allophycocyanin-B",3.440340982,2.815493455,3.668232611,5.116073593,5.131712941,4.996750279,32.88933333,9.202666667,5.081512271,3.30802235,-1.773489921,3.397585338,"Downregulated","Photosynthesis and chlorophyll"
"K02097",-2.405873595,0.000593137,9.8554,0,0,21.171,20.086,18.778,"Phycobiliprotein beta chain","allophycocyanin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycobilisome core component",3.440340982,0,0,4.470601938,4.398213538,4.305824639,20.01166667,3.285133333,4.391546705,1.146780327,-3.244766378,3.226844797,"Downregulated","Photosynthesis and chlorophyll"
"K02338",-2.767807545,0.000426471,0,0,0,18.284,18.339,15.464,"Beta sliding clamp","DNA polymerase III subunit beta","","","GO:0006260;GO:0003677;GO:0003887;GO:0008408;GO:0009360","DNA replication;DNA binding;DNA-directed DNA polymerase activity;3'-5' exonuclease activity;DNA polymerase III complex","DNA polymerase III subunit beta ",0,0,0,4.26933243,4.273441291,4.041242982,17.36233333,0,4.194672234,0,-4.194672234,3.370110915,"Downregulated","DNA "
"K02434",-2.135250136,0.001361111,9.8554,8.4554,10.737,26.945,27.072,23.196,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","","","GO:0016884;GO:0003824;GO:0016874","carbon-nitrogen ligase activity, with glutamine as amido-N-donor;catalytic activity;ligase activity","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B ",3.440340982,3.241138491,3.552991795,4.80451827,4.811059948,4.596696661,25.73766667,9.6826,4.737424959,3.411490423,-1.325934537,2.866106421,"Downregulated","Translation"
"K02469",-5.188473724,3.26797e-05,6.8988,4.8317,4.8803,46.1908,50.651,43.0787,"DNA gyrase subunit A","DNA topoisomerase 4 subunit A;DNA gyrase subunit A","DNA topoisomerase;","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0006259;GO:0003916;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;DNA metabolic process;DNA topoisomerase activity;chromosome","DNA gyrase subunit A ",2.981633493,2.543916505,2.55588976,5.560433724,5.690724376,5.46200977,46.64016667,5.536933333,5.571055957,2.693813253,-2.877242704,4.485721426,"Downregulated","DNA"
"K02470",-3.440360219,0.000292484,0,0,0,28.869,23.579,14.359,"DNA gyrase subunit B","DNA topoisomerase (ATP-hydrolyzing) subunit B","","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;chromosome","DNA gyrase subunit B ",0,0,0,4.900577033,4.619354316,3.941012382,22.269,0,4.486981244,0,-4.486981244,3.533898391,"Downregulated","DNA"
"K02502",-1.435930915,0.006699346,2.9566,0,0,10.585,12.226,5.5229,"ATP phosphoribosyltransferase regulatory subunit","ATP phosphoribosyltransferase regulatory subunit","","","GO:0000105;GO:0005737","histidine biosynthetic process;cytoplasm","ATP phosphoribosyltransferase regulatory subunit",1.984261221,0,0,3.534186139,3.725304902,2.705513511,9.444633333,0.985533333,3.321668184,0.661420407,-2.660247777,2.173967565,"Downregulated","Amino acid metabolism"
"K02518",-1.808892923,0.002759804,0,0,0,10.585,11.353,11.046,"Translation initiation factor IF-1","MULTISPECIES: translation initiation factor IF-1","Translation initiation factor IF-1","infA","GO:0006413;GO:0003723;GO:0003743","translational initiation;RNA binding;translation initiation factor activity","translation initiation factor IF-1",0,0,0,3.534186139,3.626789546,3.590482259,10.99466667,0,3.583819315,0,-3.583819315,2.559121773,"Downregulated","Translation"
