"KO","STN","Pvalue","27L1","27L2","27L3","27R1","27R2","27R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","27L1_log","27L2_log","27L3_log","27R1_log","27R2_log","27R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression","category"
"K01939",-2.217332416,0.002438221,0,0,0,13.778,15.124,20.887,"Adenylosuccinate synthetase","adenylosuccinate synthase","","","GO:0006164;GO:0004019;GO:0005525;GO:0000166","purine nucleotide biosynthetic process;adenylosuccinate synthase activity;GTP binding;nucleotide binding","adenylosuccinate synthase ",0,0,0,3.885379129,4.011137783,4.452002316,16.59633333,0,4.116173076,0,-4.116173076,2.612926976,"Downregulated","Purines, pyrimidines, nucleotides"
"K01940",-2.360827854,0.001871499,5.3818,5.3678,0,23.316,23.766,20.887,"Argininosuccinate synthase","argininosuccinate synthase","","","GO:0006526;GO:0004055;GO:0005524","arginine biosynthetic process;argininosuccinate synthase activity;ATP binding","argininosuccinate synthase ",2.673963397,2.670795024,0,4.603834019,4.63028897,4.452002316,22.65633333,3.5832,4.562041768,1.78158614,-2.780455628,2.72781036,"Downregulated","Amino acid metabolism"
"K01955",-1.479852244,0.009344316,0,0,0,8.4786,9.7224,14.291,"Carbamoyl-phosphate synthase large chain","carbamoyl-phosphate synthase large subunit","","","GO:0006807;GO:0005524;GO:0046872","nitrogen compound metabolic process;ATP binding;metal ion binding","carbamoyl-phosphate synthase large subunit ",0,0,0,3.244673987,3.422555956,3.934610854,10.83066667,0,3.533946932,0,-3.533946932,2.029452469,"Downregulated","Purines, pyrimidines, nucleotides"
"K02095",-2.372205921,0.00183855,14.351,14.314,9.2084,40.273,36.729,30.78,"Allophycocyanin alpha-B chain","allophycocyanin","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","allophycocyanin-B",3.940260734,3.936779257,3.35168486,5.367126402,5.237601957,4.99004722,35.92733333,12.62446667,5.198258526,3.742908284,-1.455350242,2.735524496,"Downregulated","Photosynthesis and chlorophyll"
"K02097",-2.031403223,0.003670511,6.2788,8.0518,0,19.077,23.766,21.986,"Phycobiliprotein beta chain","allophycocyanin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycobilisome core component",2.863700624,3.178204709,0,4.327471806,4.63028897,4.522683526,21.60966667,4.776866667,4.493481434,2.013968444,-2.47951299,2.435273505,"Downregulated","Photosynthesis and chlorophyll"
"K02338",-2.260058313,0.002217463,0,0,0,14.838,15.124,20.887,"Beta sliding clamp","DNA polymerase III subunit beta","","","GO:0006260;GO:0003677;GO:0003887;GO:0008408;GO:0009360","DNA replication;DNA binding;DNA-directed DNA polymerase activity;3'-5' exonuclease activity;DNA polymerase III complex","DNA polymerase III subunit beta ",0,0,0,3.98531826,4.011137783,4.452002316,16.94966667,0,4.14948612,0,-4.14948612,2.654143631,"Downregulated","DNA "
"K02355",-4.38991312,0.000103789,28.703,26.839,26.474,81.606,78.859,89.043,"Elongation factor G","elongation factor G","Elongation factor G","fusA","GO:0006414;GO:0003746;GO:0003924;GO:0005525;GO:0005737","translational elongation;translation elongation factor activity;GTPase activity;GTP binding;cytoplasm","elongation factor G",4.892536745,4.799035484,4.779995066,6.368174669,6.319383101,6.492542219,83.16933333,27.33866667,6.393366663,4.823855765,-1.569510898,3.983848142,"Downregulated","Translation"
"K02357",-2.554300345,0.001588138,21.527,18.787,0,36.034,39.97,43.972,"Elongation factor Ts","translation elongation factor Ts","Elongation factor Ts","tsf","GO:0006414;GO:0003746;GO:0005515;GO:0005737","translational elongation;translation elongation factor activity;protein binding;cytoplasm","elongation factor Ts",4.493583292,4.30648099,0,5.210778477,5.356495988,5.49095514,39.992,13.438,5.352743201,2.933354761,-2.419388441,2.799111657,"Downregulated","Translation"
"K02434",-1.74985509,0.005766063,12.558,13.42,6.9063,30.735,23.766,26.383,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","","","GO:0016884;GO:0003824;GO:0016874","carbon-nitrogen ligase activity, with glutamine as amido-N-donor;catalytic activity;ligase activity","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B ",3.761072471,3.849999259,2.983002698,4.988002938,4.63028897,4.775208608,26.96133333,10.96143333,4.797833505,3.531358143,-1.266475362,2.239120647,"Downregulated","Translation"
"K02469",-3.845151544,0.000228995,10.764,9.8411,4.6042,46.6324,43.2103,48.3691,"DNA gyrase subunit A","DNA topoisomerase 4 subunit A;DNA gyrase subunit A","DNA topoisomerase;","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0006259;GO:0003916;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;DNA metabolic process;DNA topoisomerase activity;chromosome","DNA gyrase subunit A ",3.556306784,3.438439243,2.486508443,5.573871337,5.466310619,5.62553644,46.0706,8.4031,5.555239465,3.160418157,-2.394821308,3.640173891,"Downregulated","DNA"
"K02470",-2.076183089,0.003431631,4.4848,0,0,14.838,16.204,20.887,"DNA gyrase subunit B","DNA topoisomerase (ATP-hydrolyzing) subunit B","","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;chromosome","DNA gyrase subunit B ",2.455439015,0,0,3.98531826,4.104672131,4.452002316,17.30966667,1.494933333,4.180664236,0.818479672,-3.362184564,2.464499421,"Downregulated","DNA"
"K02518",-1.497472747,0.009016474,0,2.6839,0,10.598,12.963,10.993,"Translation initiation factor IF-1","MULTISPECIES: translation initiation factor IF-1","Translation initiation factor IF-1","infA","GO:0006413;GO:0003723;GO:0003743","translational initiation;RNA binding;translation initiation factor activity","translation initiation factor IF-1",0,1.8812339,0,3.535804138,3.803537038,3.584120683,11.518,0.894633333,3.641153953,0.627077967,-3.014075986,2.044963243,"Downregulated","Translation"
"K02519",-3.343257141,0.000359143,1.7939,2.6839,0,26.496,25.926,29.681,"Translation initiation factor IF-2","translation initiation factor IF-2","","","GO:0006413;GO:0003743;GO:0003924;GO:0005525","translational initiation;translation initiation factor activity;GTPase activity;GTP binding","translation initiation factor IF-2",1.482280384,1.8812339,0,4.781149852,4.750928021,4.939273601,27.36766667,1.4926,4.823783824,1.121171428,-3.702612396,3.444732197,"Downregulated","Translation"
"K02520",-2.725610674,0.001421746,8.0727,9.8411,4.6042,32.854,32.408,30.78,"Translation initiation factor IF-3","translation initiation factor IF-3","","","GO:0006413;GO:0003743","translational initiation;translation initiation factor activity","translation initiation factor IF-3",3.181531955,3.438439243,2.486508443,5.0812544,5.062121712,4.99004722,32.014,7.506,5.044474444,3.035493214,-2.00898123,2.847177895,"Downregulated","Translation"
"K02641",-4.110279743,0.000212521,43.054,48.311,47.193,102.8,110.19,101.14,"Ferredoxin--NADP reductase","FAD-binding oxidoreductase","","","GO:0016491","oxidoreductase activity","ferredoxin--NADP+ reductase ",5.461201113,5.623837605,5.590751706,6.697662633,6.796883233,6.674404154,104.71,46.186,6.72298334,5.558596808,-1.164386532,3.672598981,"Downregulated","Energy and redox"
"K02720",-2.078655356,0.003347611,0,0,0,16.957,14.043,15.39,"Cytochrome c-550","photosystem II cytochrome c-550","","","GO:0015979;GO:0022904;GO:0005506;GO:0009055;GO:0020037;GO:0009523;GO:0042651","photosynthesis;respiratory electron transport chain;iron ion binding;electron transfer activity;heme binding;photosystem II;thylakoid membrane","photosystem II cytochrome c550",0,0,0,4.16647444,3.911020405,4.034743949,15.46333333,0,4.037412931,0,-4.037412931,2.475264987,"Downregulated","Photosynthesis and chlorophyll"
"K02878",-1.980714608,0.00392916,0,16.104,0,25.436,24.846,18.688,"50S ribosomal protein L16","MULTISPECIES: 50S ribosomal protein L16","50S ribosomal protein L16","rplP","GO:0006412;GO:0000049;GO:0003735;GO:0019843;GO:0005840;GO:1990904","translation;tRNA binding;structural constituent of ribosome;rRNA binding;ribosome;ribonucleoprotein complex","large subunit ribosomal protein L16",0,4.096261853,0,4.724431996,4.691869117,4.299244658,22.99,5.368,4.57184859,1.365420618,-3.206427973,2.405700308,"Downregulated","Translation"
"K02890",-1.805852954,0.005357496,0,0,0,12.718,17.284,9.8937,"50S ribosomal protein L22","50S ribosomal protein L22","","","GO:0006412;GO:0003735;GO:0015934;GO:0005840","translation;structural constituent of ribosome;large ribosomal subunit;ribosome","large subunit ribosomal protein L22",0,0,0,3.777998256,4.192509819,3.445422138,13.29856667,0,3.805310071,0,-3.805310071,2.271038154,"Downregulated","Translation"
"K02967",-2.330300324,0.001919275,14.351,20.577,10.359,36.034,41.05,39.575,"30S ribosomal protein S2","MULTISPECIES: 30S ribosomal protein S2","30S ribosomal protein S2","rpsB","GO:0006412;GO:0003735;GO:0015935;GO:0005840","translation;structural constituent of ribosome;small ribosomal subunit;ribosome","small subunit ribosomal protein S2",3.940260734,4.431422386,3.505763926,5.210778477,5.394033895,5.34251919,38.88633333,15.09566667,5.315777187,3.959149015,-1.356628172,2.716862766,"Downregulated","Translation"
"K02994",-2.382964116,0.001759473,0,0,0,19.077,18.365,16.489,"30S ribosomal protein S8","MULTISPECIES: 30S ribosomal protein S8","30S ribosomal protein S8","rpsH","GO:0006412;GO:0003735;GO:0005840;GO:0019843","translation;structural constituent of ribosome;ribosome;rRNA binding","small subunit ribosomal protein S8",0,0,0,4.327471806,4.275379596,4.128375895,17.977,0,4.243742432,0,-4.243742432,2.754617438,"Downregulated","Translation"
"K03043",-4.664814373,4.11862e-05,50.23,60.836,20.719,108.1,103.71,119.82,"DNA-directed RNA polymerase subunit beta","DNA-directed RNA polymerase subunit beta","","","GO:0006351;GO:0003677;GO:0003899;GO:0032549","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;ribonucleoside binding","DNA-directed RNA polymerase subunit beta ",5.678916987,5.950375093,4.440885774,6.769507291,6.710255419,6.916715481,110.5433333,43.92833333,6.798826064,5.356725951,-1.442100113,4.385248682,"Downregulated","Transcription"
"K03046",-8.432652203,1e-06,43.952,49.205,18.4172,163.212,144.755,184.683,"DNA-directed RNA polymerase subunit beta'","DNA-directed RNA polymerase subunit beta';DNA-directed RNA polymerase subunit gamma","DNA-directed RNA polymerase subunit beta';","rpoC2;","GO:0006351;GO:0003677;GO:0003899;GO:0008270;GO:0000428","DNA-templated transcription;DNA binding;DNA-directed 5'-3' RNA polymerase activity;zinc ion binding;DNA-directed RNA polymerase complex;transcription, DNA-templated","DNA-directed RNA polymerase subunit beta' ",5.4903134,5.649759147,4.279263271,7.359415748,7.187401564,7.536697927,164.2166667,37.1914,7.361171746,5.139778606,-2.22139314,6,"Downregulated","Transcription"
"K03070",-4.636396888,4.11862e-05,12.558,10.736,0,51.931,47.532,67.057,"Protein translocase subunit SecA","preprotein translocase subunit SecA","","","GO:0006605;GO:0017038;GO:0005524;GO:0016020;GO:0006886","protein targeting;protein import;ATP binding;membrane;intracellular protein transport","preprotein translocase subunit SecA ",3.761072471,3.552868871,0,5.726041005,5.60086441,6.088671653,55.50666667,7.764666667,5.805192356,2.437980447,-3.367211909,4.385248682,"Downregulated","Cell wall and signaling"
"K03168",-2.305314194,0.002054366,8.0727,6.2625,2.3021,21.196,25.926,26.383,"DNA topoisomerase 1","type I DNA topoisomerase","DNA topoisomerase 1","topA","GO:0006265;GO:0003677;GO:0003917;GO:0046872;GO:0003916","DNA topological change;DNA binding;DNA topoisomerase type I (single strand cut, ATP-independent) activity;metal ion binding;DNA topoisomerase activity","DNA topoisomerase I ",3.181531955,2.860466259,1.723383811,4.472227803,4.750928021,4.775208608,24.50166667,5.545766667,4.666121477,2.588460675,-2.077660802,2.687322238,"Downregulated","DNA"
"K03405",-2.464009955,0.001665568,3.5879,6.2625,0,21.196,20.525,27.482,"Magnesium-chelatase 38 kDa subunit","magnesium chelatase ATPase subunit I","","","GO:0015995;GO:0005524;GO:0016851","chlorophyll biosynthetic process;ATP binding;magnesium chelatase activity","magnesium chelatase subunit I ",2.197833946,2.860466259,0,4.472227803,4.427941333,4.83197855,23.06766667,3.283466667,4.577382562,1.686100068,-2.891282494,2.778437535,"Downregulated","Photosynthesis and chlorophyll"
"K03526",-3.508794802,0.000334432,0,1.7893,0,28.615,24.846,30.78,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase","","","GO:0016114;GO:0005506;GO:0046429;GO:0008299;GO:0044237","terpenoid biosynthetic process;iron ion binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;isoprenoid biosynthetic process;cellular metabolic process","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase ",0,1.47990311,0,4.888256181,4.691869117,4.99004722,28.08033333,0.596433333,4.856724173,0.493301037,-4.363423136,3.475692653,"Downregulated","Purines, pyrimidines, nucleotides"
"K03545",-3.274290521,0.000490939,10.764,13.42,0,39.213,41.05,39.575,"Trigger factor","trigger factor","","","GO:0006457;GO:0015031;GO:0003755","protein folding;protein transport;peptidyl-prolyl cis-trans isomerase activity","trigger factor",3.556306784,3.849999259,0,5.329590064,5.394033895,5.34251919,39.946,8.061333333,5.35538105,2.468768681,-2.886612368,3.308972427,"Downregulated","Translation"
"K03609",-2.45808385,0.001665568,25.115,21.471,19.568,47.692,49.692,51.667,"Septum site-determining protein MinD","MULTISPECIES: septum site-determining protein MinD","","","GO:0016887","ATP hydrolysis activity","septum site-determining protein MinD",4.706806799,4.489992423,4.36232961,5.605612855,5.66368618,5.718827378,49.68366667,22.05133333,5.662708804,4.519709611,-1.142999194,2.778437535,"Downregulated","Cell wall and signaling"
"K03687",-1.667050758,0.006416804,0,0,0,11.658,14.043,10.993,"Protein GrpE","nucleotide exchange factor GrpE","Protein GrpE","grpE","GO:0006457;GO:0000774;GO:0042803;GO:0051087;GO:0005737","protein folding;adenyl-nucleotide exchange factor activity;protein homodimerization activity;chaperone binding;cytoplasm","molecular chaperone GrpE",0,0,0,3.661977568,3.911020405,3.584120683,12.23133333,0,3.719039552,0,-3.719039552,2.192681229,"Downregulated","Regulatory system and stress"
"K03692",-1.946963171,0.004074135,2.6909,3.5786,0,15.897,12.963,19.787,"Glucosylglycerol-phosphate synthase","glucosylglycerol-phosphate synthase","","","GO:0005992;GO:0051473;GO:0016758;GO:0003824","trehalose biosynthetic process;glucosylglycerol biosynthetic process;hexosyltransferase activity;catalytic activity","glucosylglycerol-phosphate synthase ",1.88397265,2.194906532,0,4.078695219,3.803537038,4.377609657,16.21566667,2.089833333,4.086613971,1.359626394,-2.726987577,2.389964575,"Downregulated","Other metabolites"
"K03695",-2.100580855,0.003062603,13.455,13.42,16.115,38.153,32.4084,35.177,"Chaperone protein ClpB 1","AAA family ATPase;ATP-dependent chaperone ClpB","AAA family ATPase;","","GO:0005524;GO:0016887;GO:0005737;GO:0009408;GO:0042026","ATP binding;ATP hydrolysis activity;cytoplasm;response to heat;protein refolding","ATP-dependent Clp protease ATP-binding subunit ClpB",3.853496704,3.849999259,4.097189387,5.29105095,5.062138985,5.177000871,35.24613333,14.33,5.176730269,3.933561783,-1.243168485,2.513909301,"Downregulated","Regulatory system and stress"
"K04079",-1.854349542,0.004789127,0,0,0,14.838,10.803,15.39,"Chaperone protein HtpG","molecular chaperone HtpG","","","GO:0006457;GO:0005524;GO:0016887;GO:0051082;GO:0140662","protein folding;ATP binding;ATP hydrolysis activity;unfolded protein binding;ATP-dependent protein folding chaperone","molecular chaperone HtpG",0,0,0,3.98531826,3.561081695,4.034743949,13.677,0,3.860381301,0,-3.860381301,2.319743659,"Downregulated","Regulatory system and stress"
"K04755",-2.460506905,0.001665568,0,8.0518,0,23.316,22.686,23.085,"hypothetical protein","2Fe-2S iron-sulfur cluster-binding protein","","","GO:0140647;GO:0051537;GO:0051536","P450-containing electron transport chain;2 iron, 2 sulfur cluster binding;iron-sulfur cluster binding","ferredoxin, 2Fe-2S",0,3.178204709,0,4.603834019,4.565962677,4.590063019,23.029,2.683933333,4.586619905,1.05940157,-3.527218335,2.778437535,"Downregulated","Photosynthesis and chlorophyll"
"K05520",-1.517983813,0.008744646,0,0,0,13.778,12.963,6.5958,"Putative cysteine protease YraA","DJ-1/PfpI family protein","","","","","protease I ",0,0,0,3.885379129,3.803537038,2.925201919,11.11226667,0,3.538039362,0,-3.538039362,2.058257777,"Downregulated","Translation"
"K05579",-2.476930531,0.001649094,0,3.5786,0,19.077,21.605,19.787,"NAD(P)H-quinone oxidoreductase subunit H","NAD(P)H-quinone oxidoreductase subunit H","","","GO:0016651;GO:0048038;GO:0051287","oxidoreductase activity, acting on NAD(P)H;quinone binding;NAD binding","NAD(P)H-quinone oxidoreductase subunit H ",0,2.194906532,0,4.327471806,4.498570013,4.377609657,20.15633333,1.192866667,4.401217158,0.731635511,-3.669581648,2.782754614,"Downregulated","Energy and redox"
"K06118",-2.033755389,0.003654036,17.042,15.209,6.9063,31.795,28.087,38.475,"UDP-glucose 4-epimerase","NAD-dependent epimerase/dehydratase family protein","","","","","UDP-sulfoquinovose synthase ",4.173287369,4.018723183,2.983002698,5.03540397,4.862302601,5.302867361,32.78566667,13.05243333,5.066857977,3.725004417,-1.341853561,2.437227149,"Downregulated","Purines, pyrimidines, nucleotides"
"K06207",-2.347907354,0.001884679,0,1.7893,0,14.838,15.124,23.085,"GTP-binding protein TypA/BipA","translational GTPase TypA","","","GO:0003924;GO:0005525","GTPase activity;GTP binding","GTP-binding protein",0,1.47990311,0,3.98531826,4.011137783,4.590063019,17.68233333,0.596433333,4.195506354,0.493301037,-3.702205317,2.724762667,"Downregulated","Translation"
"K08482",-3.416087929,0.000359143,17.939,15.209,2.3021,46.632,44.291,49.468,"Circadian clock protein kinase KaiC","circadian clock protein KaiC","","","GO:0006355;GO:0042752;GO:0000287;GO:0003677;GO:0004674;GO:0005524","regulation of DNA-templated transcription;regulation of circadian rhythm;magnesium ion binding;DNA binding;protein serine/threonine kinase activity;ATP binding","circadian clock protein KaiC",4.243288252,4.018723183,1.723383811,5.573859222,5.501152489,5.65729701,46.797,11.8167,5.57743624,3.328465082,-2.248971158,3.444732197,"Downregulated","Regulatory system and stress"
"K09667",-4.033417843,0.000212521,0,0,0,27.5554,33.4885,38.4761,"Beta-barrel assembly-enhancing protease;hypothetical protein;SPBc2 prophage-derived glycosyltransferase SunS","tetratricopeptide repeat protein;glycosyltransferase",";Glycosyltransferase","","GO:0005515;GO:0015979;GO:0016740","protein binding;photosynthesis;transferase activity","protein O-GlcNAc transferase ",0,0,0,4.835691689,5.108043478,5.302907562,33.17333333,0,5.082214243,0,-5.082214243,3.672598981,"Downregulated","Translation"
"K10206",-2.114056277,0.002914333,2.6909,3.5786,0,18.017,17.284,17.589,"LL-diaminopimelate aminotransferase","LL-diaminopimelate aminotransferase","","","GO:0009058;GO:0008483;GO:0030170;GO:0003824","biosynthetic process;transaminase activity;pyridoxal phosphate binding;catalytic activity","LL-diaminopimelate aminotransferase ",1.88397265,2.194906532,0,4.249217769,4.192509819,4.216377257,17.63,2.089833333,4.219368282,1.359626394,-2.859741887,2.535460858,"Downregulated","Amino acid metabolism"
"K10697",-2.001379549,0.003817133,0,2.6839,0,14.838,16.204,15.39,"Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaA",0,1.8812339,0,3.98531826,4.104672131,4.034743949,15.47733333,0.894633333,4.041578114,0.627077967,-3.414500147,2.418262657,"Downregulated","Regulatory system and stress"
"K10960",-2.299269086,0.002054366,0,0,0,19.077,12.963,19.787,"Kynurenine 3-monooxygenase","geranylgeranyl reductase","Geranylgeranyl diphosphate reductase","chlP","GO:0015937;GO:0015979;GO:0015995;GO:0016628;GO:0045550;GO:0071949","coenzyme A biosynthetic process;photosynthesis;chlorophyll biosynthetic process;oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor;geranylgeranyl reductase activity;FAD binding","geranylgeranyl diphosphate/geranylgeranyl-bacteriochlorophyllide a reductase ",0,0,0,4.327471806,3.803537038,4.377609657,17.27566667,0,4.1695395,0,-4.1695395,2.687322238,"Downregulated","Photosynthesis and chlorophyll"
"K11329",-2.43960918,0.001672158,14.351,15.209,9.2084,31.7945,41.0498,38.4755,"Response regulator MprA;Transcriptional regulatory protein WalR","MULTISPECIES: response regulator","","","GO:0000160;GO:0006355;GO:0003677","phosphorelay signal transduction system;regulation of DNA-templated transcription;DNA binding","two-component system, OmpR family, response regulator RpaB",3.940260734,4.018723183,3.35168486,5.035381974,5.394027034,5.302885634,37.1066,12.9228,5.244098214,3.770222926,-1.473875288,2.776722649,"Downregulated","Regulatory system and stress"
"K11532",-3.096279636,0.000663921,38.57,36.68,37.985,76.307,82.1,76.951,"D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase","class II fructose-bisphosphatase","","","GO:0006071;GO:0006094;GO:0042132","glycerol metabolic process;gluconeogenesis;fructose 1,6-bisphosphate 1-phosphatase activity","fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase ",5.30633516,5.23572706,5.284847229,6.272527148,6.376776572,6.284495626,78.45266667,37.745,6.311266449,5.275636483,-1.035629965,3.177883645,"Downregulated","Respiration"
"K12573",-2.642799586,0.001522241,0,0,0,19.077,14.043,27.482,"Ribonuclease R","RNB domain-containing ribonuclease","","","GO:0003723;GO:0004540;GO:0003676","RNA binding;ribonuclease activity;nucleic acid binding","ribonuclease R ",0,0,0,4.327471806,3.911020405,4.83197855,20.20066667,0,4.356823587,0,-4.356823587,2.81751672,"Downregulated","Transcription"
"K12574",-2.804008736,0.001100494,0,0,0,22.256,16.204,26.383,"Ribonuclease J 1","RNase J family beta-CASP ribonuclease","","","GO:0006396;GO:0090501;GO:0003723;GO:0004521;GO:0004534;GO:0008270;GO:0046872","RNA processing;RNA phosphodiester bond hydrolysis;RNA binding;endoribonuclease activity;5'-3' exoribonuclease activity;zinc ion binding;metal ion binding","ribonuclease J ",0,0,0,4.539531071,4.104672131,4.775208608,21.61433333,0,4.47313727,0,-4.47313727,2.958412229,"Downregulated","Transcription"
"K14055",-1.748080407,0.005766063,19.733,13.42,8.0573,30.735,27.007,34.078,"hypothetical protein","universal stress protein","","","","","universal stress protein E",4.37385698,3.849999259,3.179081044,4.988002938,4.807715551,5.132494589,30.60666667,13.73676667,4.976071026,3.800979094,-1.175091931,2.239120647,"Downregulated","Regulatory system and stress"
"K16881",-1.667883754,0.006392092,0,0,0,12.718,10.803,13.192,"UTP--glucose-1-phosphate uridylyltransferase","NDP-sugar synthase","","","GO:0006011;GO:0009058;GO:0003983;GO:0016779","UDP-glucose metabolic process;biosynthetic process;UTglucose-1-phosphate uridylyltransferase activity;nucleotidyltransferase activity","mannose-1-phosphate guanylyltransferase / phosphomannomutase ",0,0,0,3.777998256,3.561081695,3.82700601,12.23766667,0,3.722028653,0,-3.722028653,2.194356965,"Downregulated","Other metabolites"
"K18855",-1.669637053,0.006355848,0,0,0,10.5982,12.9632,13.1916,"scyllo-inositol 2-dehydrogenase (NAD(+));Inositol 2-dehydrogenase;putative oxidoreductase YdgJ","Gfo/Idh/MocA family oxidoreductase","Gfo/Idh/MocA family oxidoreductase;","","GO:0000166","nucleotide binding","UDP-N-acetylglucosamine 3-dehydrogenase ",0,0,0,3.535829016,3.803557702,3.826965347,12.251,0,3.722117355,0,-3.722117355,2.196826468,"Downregulated","Cell wall and signaling"
"K18886",-1.667883754,0.006392092,0,0,0,12.718,10.803,13.192,"hypothetical protein","class I SAM-dependent methyltransferase","","","GO:0008168","methyltransferase activity","gibberellin A4 carboxyl methyltransferase ",0,0,0,3.777998256,3.561081695,3.82700601,12.23766667,0,3.722028653,0,-3.722028653,2.194356965,"Downregulated","Translation"
"K19788",-1.669669923,0.006355848,8.9697,8.9464,5.7552,22.256,20.525,23.085,"Ribosome-binding ATPase YchF","redox-regulated ATPase YchF","","","GO:0005524;GO:0005525;GO:0016887","ATP binding;GTP binding;ATP hydrolysis activity","obg-like ATPase 1",3.317550093,3.314174451,2.755998484,4.539531071,4.427941333,4.590063019,21.95533333,7.890433333,4.519178474,3.129241009,-1.389937465,2.196826468,"Downregulated","Regulatory system and stress"
"K22405",-1.897675841,0.004332784,0,0,0,15.8973,12.9635,13.1916,"Putative diflavin flavoprotein A 5;Diflavin flavoprotein A 1","flavin reductase",";Flavin reductase","","GO:0009055;GO:0010181;GO:0016646","electron transfer activity;FMN binding;oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","NADH oxidase (H2O-forming) ",0,0,0,4.078720833,3.803588698,3.826965347,14.01746667,0,3.903091626,0,-3.903091626,2.363232943,"Downregulated","Energy and redox"
"LKDHAOIP_00219",-1.89943447,0.004332784,0,0,0,13.778,15.124,13.192,"hypothetical protein","MULTISPECIES: hypothetical protein","","","","","hypothetical protein",0,0,0,3.885379129,4.011137783,3.82700601,14.03133333,0,3.907840974,0,-3.907840974,2.363232943,"Downregulated","unknown"
"LKDHAOIP_01514",-3.417137844,0.000359143,2.6909,0,0,28.615,25.926,29.681,"hypothetical protein","IMS domain-containing protein","","","","","hypothetical protein",1.88397265,0,0,4.888256181,4.750928021,4.939273601,28.074,0.896966667,4.859485934,0.627990883,-4.231495051,3.444732197,"Downregulated","unknown"
"LKDHAOIP_02012",-1.572052852,0.008052718,3.5879,6.2625,0,14.838,10.803,19.787,"hypothetical protein","F420-0:Gamma-glutamyl ligase","","","","","hypothetical protein",2.197833946,2.860466259,0,3.98531826,3.561081695,4.377609657,15.14266667,3.283466667,3.974669871,1.686100068,-2.288569802,2.094057494,"Downregulated","unknown"
"LKDHAOIP_02179",-1.944762906,0.004074135,0,0,0,15.897,11.883,15.39,"hypothetical protein","hypothetical protein","","","","","hypothetical protein",0,0,0,4.078695219,3.687396681,4.034743949,14.39,0,3.93361195,0,-3.93361195,2.389964575,"Downregulated","unknown"
