"KO","STN","Pvalue","30L1","30L2","30L3","27R1","27R2","27R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","30L1_log","30L2_log","30L3_log","27R1_log","27R2_log","27R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression","category"
"K00962",-8.107437339,1e-06,35.479,31.406,35.138,130.36,122.07,146.21,"Polyribonucleotide nucleotidyltransferase","polyribonucleotide nucleotidyltransferase","Polyribonucleotide nucleotidyltransferase","pnp","GO:0006396;GO:0006402;GO:0000287;GO:0003723;GO:0004654;GO:0005737;GO:0003676","RNA processing;mRNA catabolic process;magnesium ion binding;RNA binding;polyribonucleotide nucleotidyltransferase activity;cytoplasm;nucleic acid binding","polyribonucleotide nucleotidyltransferase ",5.188994276,5.018189049,5.17544476,7.037382222,6.943335318,7.201731867,132.88,34.00766667,7.060816469,5.127542695,-1.933273774,6,"Downregulated","Transcription"
"K00973",-1.356197696,0.00792257,0,0,0,8.4786,8.6421,8.7944,"Glucose-1-phosphate thymidylyltransferase 1","glucose-1-phosphate thymidylyltransferase RfbA","","","GO:0045226;GO:0008879;GO:0009058;GO:0016779","extracellular polysaccharide biosynthetic process;glucose-1-phosphate thymidylyltransferase activity;biosynthetic process;nucleotidyltransferase activity","glucose-1-phosphate thymidylyltransferase ",0,0,0,3.244673987,3.269347392,3.291957116,8.638366667,0,3.268659499,0,-3.268659499,2.101133914,"Downregulated","Purines, pyrimidines, nucleotides"
"K01082",-1.294270857,0.008988468,0,0,0,7.4188,9.7224,7.6951,"3'(2'),5'-bisphosphate nucleotidase CysQ","3'(2'),5'-bisphosphate nucleotidase CysQ","3',5'-bisphosphate nucleotidase CysQ","","GO:0046854;GO:0046855","phosphatidylinositol phosphate biosynthetic process;inositol phosphate dephosphorylation","3'(2'), 5'-bisphosphate nucleotidase ",0,0,0,3.073614609,3.422555956,3.12020262,8.278766667,0,3.205457728,0,-3.205457728,2.046314329,"Downregulated","S and N metabolism"
"K01251",-4.084312376,3.29489e-05,2.9566,0,0,26.496,29.167,30.78,"Adenosylhomocysteinase","adenosylhomocysteinase","","","","","adenosylhomocysteinase ",1.984261221,0,0,4.781149852,4.914899328,4.99004722,28.81433333,0.985533333,4.895365466,0.661420407,-4.233945059,4.482158695,"Downregulated","Amino acid metabolism"
"K01255",-2.103773309,0.001344316,0,0,1.9521,15.897,11.883,12.092,"Cytosol aminopeptidase","leucyl aminopeptidase","Probable cytosol aminopeptidase","pepA","GO:0006508;GO:0030145;GO:0070006;GO:0005737;GO:0019538","proteolysis;manganese ion binding;metalloaminopeptidase activity;cytoplasm;protein metabolic process","leucyl aminopeptidase ",0,0,1.561741592,4.078695219,3.687396681,3.710613602,13.29066667,0.6507,3.825568501,0.520580531,-3.30498797,2.871498532,"Downregulated","Translation"
"K01265",-1.297115386,0.008904448,3.9422,0,0,8.4786,10.803,8.7944,"Methionine aminopeptidase 1","type I methionyl aminopeptidase","","","GO:0006508;GO:0070006","proteolysis;metalloaminopeptidase activity","methionyl aminopeptidase ",2.305153395,0,0,3.244673987,3.561081695,3.291957116,9.358666667,1.314066667,3.365904266,0.768384465,-2.597519801,2.050392993,"Downregulated","Translation"
"K01358",-3.069369793,0.000354201,16.754,8.4554,26.354,47.692,49.692,37.376,"ATP-dependent Clp protease proteolytic subunit","MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP;ATP-dependent Clp endopeptidase proteolytic subunit ClpP;MULTISPECIES: ATP-dependent Clp protease proteolytic subunit;Endopeptidase Clp",";ATP-dependent Clp protease proteolytic subunit",";clpP-2","GO:0006508;GO:0004176;GO:0004252;GO:0005737","proteolysis;ATP-dependent peptidase activity;serine-type endopeptidase activity;cytoplasm","ATP-dependent Clp protease, protease subunit ",4.150072197,3.241138491,4.77367991,5.605612855,5.66368618,5.26213244,44.92,17.1878,5.510477158,4.054963533,-1.455513625,3.450750231,"Downregulated","Regulatory system and stress"
"K01428",-1.995558124,0.00154201,5.9132,7.2475,2.9282,18.017,18.365,18.688,"Urease subunit alpha","urease subunit alpha","","","GO:0006807;GO:0009039;GO:0016151;GO:0016787;GO:0016810","nitrogen compound metabolic process;urease activity;nickel cation binding;hydrolase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","urease subunit alpha ",2.789353664,3.043956873,1.973868385,4.249217769,4.275379596,4.299244658,18.35666667,5.362966667,4.274614008,2.602392974,-1.672221034,2.811912842,"Downregulated","S and N metabolism"
"K01507",-2.611446653,0.00047117,11.826,8.4554,11.713,29.675,33.488,30.78,"Inorganic pyrophosphatase","inorganic diphosphatase",";Inorganic pyrophosphatase",";ppa","GO:0006796;GO:0000287;GO:0004427;GO:0005737","phosphate-containing compound metabolic process;magnesium ion binding;inorganic diphosphate phosphatase activity;cytoplasm;inorganic diphosphatase activity","inorganic pyrophosphatase ",3.680999407,3.241138491,3.668232611,4.938991439,5.108022563,4.99004722,31.31433333,10.6648,5.01235374,3.530123503,-1.482230237,3.326822658,"Downregulated","Energy and redox"
"K01586",-1.77196626,0.002953871,0,0,0,10.598,11.883,10.993,"Diaminopimelate decarboxylase","diaminopimelate decarboxylase","Diaminopimelate decarboxylase","lysA","GO:0009089;GO:0008836;GO:0030170;GO:0003824","lysine biosynthetic process via diaminopimelate;diaminopimelate decarboxylase activity;pyridoxal phosphate binding;catalytic activity","diaminopimelate decarboxylase ",0,0,0,3.535804138,3.687396681,3.584120683,11.158,0,3.602440501,0,-3.602440501,2.529608402,"Downregulated","Amino acid metabolism"
"K01595",-3.891677395,3.29489e-05,0,0,0,22.256,23.766,32.979,"Phosphoenolpyruvate carboxylase","phosphoenolpyruvate carboxylase","","","GO:0006099;GO:0015977;GO:0008964;GO:0003824","tricarboxylic acid cycle;carbon fixation;phosphoenolpyruvate carboxylase activity;catalytic activity","phosphoenolpyruvate carboxylase ",0,0,0,4.539531071,4.63028897,5.08657149,26.33366667,0,4.75213051,0,-4.75213051,4.482158695,"Downregulated","Respiration"
"K01599",-3.904955164,3.29489e-05,0,0,2.9282,29.675,25.926,26.383,"Uroporphyrinogen decarboxylase","uroporphyrinogen decarboxylase","","","GO:0006779;GO:0004853","porphyrin-containing compound biosynthetic process;uroporphyrinogen decarboxylase activity","uroporphyrinogen decarboxylase ",0,0,1.973868385,4.938991439,4.750928021,4.775208608,27.328,0.976066667,4.821709356,0.657956128,-4.163753227,4.482158695,"Downregulated","Photosynthesis and chlorophyll"
"K01627",-2.427105262,0.000540362,0,0,0,15.897,16.204,14.291,"2-dehydro-3-deoxyphosphooctonate aldolase","3-deoxy-8-phosphooctulonate synthase","","","GO:0009058;GO:0008676;GO:0005737","biosynthetic process;3-deoxy-8-phosphooctulonate synthase activity;cytoplasm","2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) ",0,0,0,4.078695219,4.104672131,3.934610854,15.464,0,4.039326068,0,-4.039326068,3.267314847,"Downregulated","Cell wall and signaling"
"K01647",-1.419723642,0.0067743,0,0,0,7.4188,9.7224,9.8937,"Citrate synthase","citrate synthase","","","GO:0046912;GO:0005737","acyltransferase activity, acyl groups converted into alkyl on transfer;cytoplasm","citrate synthase ",0,0,0,3.073614609,3.422555956,3.445422138,9.011633333,0,3.313864234,0,-3.313864234,2.169135585,"Downregulated","Respiration"
"K01649",-1.543439625,0.005112026,0,0,0,7.4188,8.6421,13.192,"2-isopropylmalate synthase","2-isopropylmalate synthase","","","GO:0009098;GO:0003852;GO:0019752;GO:0003824;GO:0046912","leucine biosynthetic process;2-isopropylmalate synthase activity;carboxylic acid metabolic process;catalytic activity;acyltransferase activity, acyl groups converted into alkyl on transfer","2-isopropylmalate synthase ",0,0,0,3.073614609,3.269347392,3.82700601,9.750966667,0,3.389989337,0,-3.389989337,2.291406915,"Downregulated","Amino acid metabolism"
"K01682",-1.99464974,0.00154201,0,0,0,13.778,12.963,10.993,"Aconitate hydratase B","bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase","","","GO:0006099;GO:0003994;GO:0051539;GO:0005829","tricarboxylic acid cycle;aconitate hydratase activity;4 iron, 4 sulfur cluster binding;cytosol","aconitate hydratase 2 / 2-methylisocitrate dehydratase ",0,0,0,3.885379129,3.803537038,3.584120683,12.578,0,3.75767895,0,-3.75767895,2.811912842,"Downregulated","Respiration"
"K01696",-1.941939842,0.001637562,0,0,0,12.718,10.803,13.192,"Tryptophan synthase beta chain","tryptophan synthase subunit beta","Tryptophan synthase beta chain","trpB","GO:0000162;GO:0004834;GO:0006568","tryptophan biosynthetic process;tryptophan synthase activity;tryptophan metabolic process","tryptophan synthase beta chain ",0,0,0,3.777998256,3.561081695,3.82700601,12.23766667,0,3.722028653,0,-3.722028653,2.785802307,"Downregulated","Amino acid metabolism"
"K01698",-1.835775614,0.002382208,10.841,3.6238,11.713,23.316,22.686,19.787,"Delta-aminolevulinic acid dehydratase","porphobilinogen synthase","","","GO:0033014;GO:0004655;GO:0046872","tetrapyrrole biosynthetic process;porphobilinogen synthase activity;metal ion binding","porphobilinogen synthase ",3.56571902,2.209078996,3.668232611,4.603834019,4.565962677,4.377609657,21.92966667,8.725933333,4.515802118,3.147676876,-1.368125242,2.623020398,"Downregulated","Photosynthesis and chlorophyll"
"K01733",-2.179466735,0.001215815,2.9566,2.4158,1.9521,13.778,15.124,15.39,"Threonine synthase","MAG: threonine synthase","","","GO:0009088;GO:0004795;GO:0030170;GO:0006520","threonine biosynthetic process;threonine synthase activity;pyridoxal phosphate binding;amino acid metabolic process","threonine synthase ",1.984261221,1.772223506,1.561741592,3.885379129,4.011137783,4.034743949,14.764,2.4415,3.977086954,1.772742106,-2.204344847,2.915132329,"Downregulated","Amino acid metabolism"
"K01756",-2.37626716,0.000629325,2.9566,0,0,18.017,14.043,15.39,"Adenylosuccinate lyase","adenylosuccinate lyase","","","GO:0009152;GO:0004018;GO:0003824","purine ribonucleotide biosynthetic process;N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity","adenylosuccinate lyase ",1.984261221,0,0,4.249217769,3.911020405,4.034743949,15.81666667,0.985533333,4.064994041,0.661420407,-3.403573634,3.201125328,"Downregulated","Purines, pyrimidines, nucleotides"
"K01784",-1.618713452,0.004467875,0,0,4.8803,11.658,11.883,12.092,"UDP-glucose 4-epimerase","NAD-dependent epimerase/dehydratase family protein","","","","","UDP-glucose 4-epimerase ",0,0,2.55588976,3.661977568,3.687396681,3.710613602,11.87766667,1.626766667,3.686662617,0.851963253,-2.834699364,2.349899006,"Downregulated","Respiration"
"K01791",-1.941778457,0.001637562,0,0,4.8803,15.897,10.803,15.39,"UDP-N-acetylglucosamine 2-epimerase","MAG: UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)","","","GO:0008761","UDP-N-acetylglucosamine 2-epimerase activity","UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) ",0,0,2.55588976,4.078695219,3.561081695,4.034743949,14.03,1.626766667,3.891506954,0.851963253,-3.039543701,2.785802307,"Downregulated","Cell wall and signaling"
"K01803",-1.659381421,0.004113674,0,0,0,7.4188,12.963,10.993,"Triosephosphate isomerase","triose-phosphate isomerase","","","GO:0006096;GO:0004807","glycolytic process;triose-phosphate isomerase activity","triosephosphate isomerase (TIM) ",0,0,0,3.073614609,3.803537038,3.584120683,10.45826667,0,3.487090777,0,-3.487090777,2.385770149,"Downregulated","Respiration"
"K01835",-3.274597693,0.000331137,0,0,0,25.436,18.365,20.887,"Phosphoglucomutase","alpha-D-glucose phosphate-specific phosphoglucomutase","","","GO:0005975;GO:0000287;GO:0004614;GO:0071704;GO:0016868","carbohydrate metabolic process;magnesium ion binding;phosphoglucomutase activity;organic substance metabolic process;intramolecular transferase activity, phosphotransferases","phosphoglucomutase ",0,0,0,4.724431996,4.275379596,4.452002316,21.56266667,0,4.483937969,0,-4.483937969,3.479992634,"Downregulated","Respiration"
"K01868",-1.715389331,0.003632619,0,0,0,9.5384,11.883,10.993,"Threonine--tRNA ligase","threonine--tRNA ligase","","","GO:0006435;GO:0004829;GO:0005524;GO:0005737;GO:0006418;GO:0043039;GO:0000166;GO:0004812","threonyl-tRNA aminoacylation;threonine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","threonyl-tRNA synthetase ",0,0,0,3.39758394,3.687396681,3.584120683,10.8048,0,3.556367101,0,-3.556367101,2.439780097,"Downregulated","Translation"
"K01869",-1.476881406,0.005991763,0,0,0,10.598,7.5619,9.8937,"Leucine--tRNA ligase","leucine--tRNA ligase","Leucine--tRNA ligase","leuS","GO:0006429;GO:0106074;GO:0002161;GO:0004823;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","leucyl-tRNA aminoacylation;aminoacyl-tRNA metabolism involved in translational fidelity;aminoacyl-tRNA editing activity;leucine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","leucyl-tRNA synthetase ",0,0,0,3.535804138,3.097930985,3.445422138,9.3512,0,3.359719087,0,-3.359719087,2.22244539,"Downregulated","Translation"
"K01873",-1.47362042,0.005991763,0,0,0,11.658,8.6421,7.6951,"Valine--tRNA ligase","MAG: valine--tRNA ligase","","","GO:0006438;GO:0002161;GO:0004832;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","valyl-tRNA aminoacylation;aminoacyl-tRNA editing activity;valine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","valyl-tRNA synthetase ",0,0,0,3.661977568,3.269347392,3.12020262,9.331733333,0,3.350509193,0,-3.350509193,2.22244539,"Downregulated","Translation"
"K01875",-1.48014051,0.005871499,0,0,0,9.5384,6.4816,12.092,"Serine--tRNA ligase","serine--tRNA ligase","Serine--tRNA ligase     synthetase)","serS","GO:0006434;GO:0016260;GO:0097056;GO:0004828;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","seryl-tRNA aminoacylation;selenocysteine biosynthetic process;selenocysteinyl-tRNA(Sec) biosynthetic process;serine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","seryl-tRNA synthetase ",0,0,0,3.39758394,2.903346835,3.710613602,9.370666667,0,3.337181459,0,-3.337181459,2.231250996,"Downregulated","Translation"
"K01876",-2.645570884,0.00047117,0,0,0,11.658,16.204,23.085,"Aspartate--tRNA ligase","aspartate--tRNA ligase","","","GO:0006418;GO:0003676;GO:0004812;GO:0005524;GO:0005737;GO:0000166;GO:0016874","tRNA aminoacylation for protein translation;nucleic acid binding;aminoacyl-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding;ligase activity","aspartyl-tRNA synthetase ",0,0,0,3.661977568,4.104672131,4.590063019,16.98233333,0,4.118904239,0,-4.118904239,3.326822658,"Downregulated","Translation"
"K01879",-3.73074333,3.29489e-05,2.9566,0,0,23.316,23.766,30.78,"Glycine--tRNA ligase beta subunit","glycine--tRNA ligase subunit beta","","","GO:0006426;GO:0004820;GO:0005524;GO:0005737;GO:0000166","glycyl-tRNA aminoacylation;glycine-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding","glycyl-tRNA synthetase beta chain ",1.984261221,0,0,4.603834019,4.63028897,4.99004722,25.954,0.985533333,4.741390069,0.661420407,-4.079969663,4.482158695,"Downregulated","Translation"
"K01885",-1.831080563,0.002411862,0,0,0,11.658,8.6421,14.291,"Glutamate--tRNA ligase","glutamate--tRNA ligase","","","GO:0006424;GO:0000049;GO:0004818;GO:0005524;GO:0008270;GO:0006418;GO:0043039;GO:0000166;GO:0004812","glutamyl-tRNA aminoacylation;tRNA binding;glutamate-tRNA ligase activity;ATP binding;zinc ion binding;tRNA aminoacylation for protein translation;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","glutamyl-tRNA synthetase ",0,0,0,3.661977568,3.269347392,3.934610854,11.53036667,0,3.621978605,0,-3.621978605,2.617647614,"Downregulated","Translation"
"K01887",-1.652829532,0.004237232,0,0,0,12.718,8.6421,9.8937,"Arginine--tRNA ligase","arginine--tRNA ligase","","","GO:0006420;GO:0004814;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","arginyl-tRNA aminoacylation;arginine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","arginyl-tRNA synthetase ",0,0,0,3.777998256,3.269347392,3.445422138,10.41793333,0,3.497589262,0,-3.497589262,2.372917727,"Downregulated","Translation"
"K01895",-3.628546442,9.39044e-05,2.9566,0,2.9282,23.316,24.846,29.681,"Acetyl-coenzyme A synthetase","acetate--CoA ligase","Acetyl-coenzyme A synthetase","acs","GO:0019427;GO:0003987;GO:0005524;GO:0016208;GO:0046872","acetyl-CoA biosynthetic process from acetate;acetate-CoA ligase activity;ATP binding;AMP binding;metal ion binding","acetyl-CoA synthetase ",1.984261221,0,1.973868385,4.603834019,4.691869117,4.939273601,25.94766667,1.9616,4.744992246,1.319376535,-3.42561571,4.027313835,"Downregulated","Respiration"
"K01897",-1.418567339,0.006808896,0,0,0,8.4786,8.6421,9.8937,"Long-chain-fatty-acid--CoA ligase FadD15","AMP-binding protein","","","","","long-chain acyl-CoA synthetase ",0,0,0,3.244673987,3.269347392,3.445422138,9.0048,0,3.319814506,0,-3.319814506,2.166923286,"Downregulated","Cell wall and signaling"
"K01921",-1.360607114,0.00790939,0,0,0,7.4188,6.4816,12.092,"D-alanine--D-alanine ligase","D-alanine--D-alanine ligase","D-alanine--D-alanine ligase","ddl","GO:0008360;GO:0009252;GO:0071555;GO:0005524;GO:0008716;GO:0046872;GO:0005737","regulation of cell shape;peptidoglycan biosynthetic process;cell wall organization;ATP binding;D-alanine-D-alanine ligase activity;metal ion binding;cytoplasm","D-alanine-D-alanine ligase ",0,0,0,3.073614609,2.903346835,3.710613602,8.664133333,0,3.229191682,0,-3.229191682,2.101856985,"Downregulated","Cell wall and signaling"
"K01939",-2.590558745,0.00047117,0,0,0,13.778,15.124,20.887,"Adenylosuccinate synthetase","adenylosuccinate synthase","","","GO:0006164;GO:0004019;GO:0005525;GO:0000166","purine nucleotide biosynthetic process;adenylosuccinate synthase activity;GTP binding;nucleotide binding","adenylosuccinate synthase ",0,0,0,3.885379129,4.011137783,4.452002316,16.59633333,0,4.116173076,0,-4.116173076,3.326822658,"Downregulated","Purines, pyrimidines, nucleotides"
"K01940",-3.419116328,0.000311367,0,0,0,23.316,23.766,20.887,"Argininosuccinate synthase","argininosuccinate synthase","","","GO:0006526;GO:0004055;GO:0005524","arginine biosynthetic process;argininosuccinate synthase activity;ATP binding","argininosuccinate synthase ",0,0,0,4.603834019,4.63028897,4.452002316,22.65633333,0,4.562041768,0,-4.562041768,3.506726887,"Downregulated","Amino acid metabolism"
"K01945",-1.359540746,0.00790939,0,0,0,7.4188,7.5619,10.993,"Phosphoribosylamine--glycine ligase","phosphoribosylamine--glycine ligase","","","GO:0009113;GO:0004637;GO:0005524;GO:0046872","purine nucleobase biosynthetic process;phosphoribosylamine-glycine ligase activity;ATP binding;metal ion binding","phosphoribosylamine---glycine ligase ",0,0,0,3.073614609,3.097930985,3.584120683,8.6579,0,3.251888759,0,-3.251888759,2.101856985,"Downregulated","Purines, pyrimidines, nucleotides"
"K01955",-1.719549912,0.003591433,0,0,0,8.4786,9.7224,14.291,"Carbamoyl-phosphate synthase large chain","carbamoyl-phosphate synthase large subunit","","","GO:0006807;GO:0005524;GO:0046872","nitrogen compound metabolic process;ATP binding;metal ion binding","carbamoyl-phosphate synthase large subunit ",0,0,0,3.244673987,3.422555956,3.934610854,10.83066667,0,3.533946932,0,-3.533946932,2.444732197,"Downregulated","Purines, pyrimidines, nucleotides"
"K01990",-1.597387251,0.004617792,0,0,0,9.5384,10.803,9.8937,"Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","ATP-binding cassette domain-containing protein","ATP-binding cassette domain-containing protein","","GO:0005524","ATP binding","ABC-2 type transport system ATP-binding protein",0,0,0,3.39758394,3.561081695,3.445422138,10.07836667,0,3.468029258,0,-3.468029258,2.335565593,"Downregulated","Transport"
"K02094",-2.186962934,0.001204283,6.8988,0,0,15.897,17.284,17.589,"Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core","phycobilisome linker polypeptide","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycobilisome core linker protein",2.981633493,0,0,4.078695219,4.192509819,4.216377257,16.92333333,2.2996,4.162527432,0.993877831,-3.168649601,2.919271314,"Downregulated","Photosynthesis and chlorophyll"
"K02095",-3.354634356,0.000326194,9.8554,6.0396,11.713,40.273,36.729,30.78,"Allophycocyanin alpha-B chain","allophycocyanin","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","allophycocyanin-B",3.440340982,2.815493455,3.668232611,5.367126402,5.237601957,4.99004722,35.92733333,9.202666667,5.198258526,3.30802235,-1.890236177,3.486523501,"Downregulated","Photosynthesis and chlorophyll"
"K02097",-2.581461093,0.000476112,9.8554,0,0,19.077,23.766,21.986,"Phycobiliprotein beta chain","allophycocyanin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycobilisome core component",3.440340982,0,0,4.327471806,4.63028897,4.522683526,21.60966667,3.285133333,4.493481434,1.146780327,-3.346701107,3.322290848,"Downregulated","Photosynthesis and chlorophyll"
"K02286",-2.84609918,0.000418451,25.624,27.782,21.474,55.111,49.692,53.865,"Phycoerythrin class 2 subunit gamma, linker polypeptide","phycobilisome rod-core linker polypeptide","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycocyanin-associated rod linker protein",4.734655433,4.84709494,4.490185018,5.810211719,5.66368618,5.7778142,52.88933333,24.96,5.7505707,4.690645131,-1.059925569,3.378354974,"Downregulated","Photosynthesis and chlorophyll"
"K02338",-2.640928682,0.00047117,0,0,0,14.838,15.124,20.887,"Beta sliding clamp","DNA polymerase III subunit beta","","","GO:0006260;GO:0003677;GO:0003887;GO:0008408;GO:0009360","DNA replication;DNA binding;DNA-directed DNA polymerase activity;3'-5' exonuclease activity;DNA polymerase III complex","DNA polymerase III subunit beta ",0,0,0,3.98531826,4.011137783,4.452002316,16.94966667,0,4.14948612,0,-4.14948612,3.326822658,"Downregulated","DNA "
"K02355",-3.703670008,3.29489e-05,32.523,36.238,53.684,81.606,78.859,89.043,"Elongation factor G","elongation factor G","Elongation factor G","fusA","GO:0006414;GO:0003746;GO:0003924;GO:0005525;GO:0005737","translational elongation;translation elongation factor activity;GTPase activity;GTP binding;cytoplasm","elongation factor G",5.067079358,5.218703685,5.773046871,6.368174669,6.319383101,6.492542219,83.16933333,40.815,6.393366663,5.352943305,-1.040423359,4.482158695,"Downregulated","Translation"
"K02434",-2.277894759,0.000996705,9.8554,8.4554,10.737,30.735,23.766,26.383,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","","","GO:0016884;GO:0003824;GO:0016874","carbon-nitrogen ligase activity, with glutamine as amido-N-donor;catalytic activity;ligase activity","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B ",3.440340982,3.241138491,3.552991795,4.988002938,4.63028897,4.775208608,26.96133333,9.6826,4.797833505,3.411490423,-1.386343082,3.001433316,"Downregulated","Translation"
"K02469",-5.130237786,3.29489e-05,6.8988,4.8317,4.8803,46.6324,43.2103,48.3691,"DNA gyrase subunit A","DNA topoisomerase 4 subunit A;DNA gyrase subunit A","DNA topoisomerase;","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0006259;GO:0003916;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;DNA metabolic process;DNA topoisomerase activity;chromosome","DNA gyrase subunit A ",2.981633493,2.543916505,2.55588976,5.573871337,5.466310619,5.62553644,46.0706,5.536933333,5.555239465,2.693813253,-2.861426212,4.482158695,"Downregulated","DNA"
"K02470",-2.691953237,0.000461285,0,0,0,14.838,16.204,20.887,"DNA gyrase subunit B","DNA topoisomerase (ATP-hydrolyzing) subunit B","","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;chromosome","DNA gyrase subunit B ",0,0,0,3.98531826,4.104672131,4.452002316,17.30966667,0,4.180664236,0,-4.180664236,3.33603066,"Downregulated","DNA"
"K02518",-1.82912586,0.002431631,0,0,0,10.598,12.963,10.993,"Translation initiation factor IF-1","MULTISPECIES: translation initiation factor IF-1","Translation initiation factor IF-1","infA","GO:0006413;GO:0003723;GO:0003743","translational initiation;RNA binding;translation initiation factor activity","translation initiation factor IF-1",0,0,0,3.535804138,3.803537038,3.584120683,11.518,0,3.641153953,0,-3.641153953,2.614102334,"Downregulated","Translation"
"K02519",-4.021195543,3.29489e-05,0,0,0,26.496,25.926,29.681,"Translation initiation factor IF-2","translation initiation factor IF-2","","","GO:0006413;GO:0003743;GO:0003924;GO:0005525","translational initiation;translation initiation factor activity;GTPase activity;GTP binding","translation initiation factor IF-2",0,0,0,4.781149852,4.750928021,4.939273601,27.36766667,0,4.823783824,0,-4.823783824,4.482158695,"Downregulated","Translation"
"K02520",-3.085192672,0.000354201,9.8554,7.2475,7.8086,32.854,32.408,30.78,"Translation initiation factor IF-3","translation initiation factor IF-3","","","GO:0006413;GO:0003743","translational initiation;translation initiation factor activity","translation initiation factor IF-3",3.440340982,3.043956873,3.138912742,5.0812544,5.062121712,4.99004722,32.014,8.303833333,5.044474444,3.207736866,-1.836737578,3.450750231,"Downregulated","Translation"
"K02536",-1.536864171,0.005112026,0,0,1.9521,10.598,8.6421,9.8937,"UDP-3-O-acylglucosamine N-acyltransferase","UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase","","","GO:0009245;GO:0016410","lipid A biosynthetic process;N-acyltransferase activity","UDP-3-O- glucosamine N-acyltransferase ",0,0,1.561741592,3.535804138,3.269347392,3.445422138,9.711266667,0.6507,3.416857889,0.520580531,-2.896277359,2.291406915,"Downregulated","Cell wall and signaling"
"K02666",-2.58216705,0.000476112,0,0,0,16.957,18.365,14.291,"Type II secretion system protein D","type IV pilus assembly protein PilQ","","","GO:0009306","protein secretion","type IV pilus assembly protein PilQ",0,0,0,4.16647444,4.275379596,3.934610854,16.53766667,0,4.125488297,0,-4.125488297,3.322290848,"Downregulated","Cell wall and signaling"
"K02693",-1.477054454,0.005991763,0,0,0,8.4786,11.883,7.6951,"Photosystem I reaction center subunit IV","MULTISPECIES: photosystem I reaction center subunit IV","Photosystem I reaction center subunit IV","psaE","GO:0015979;GO:0009538;GO:0031676;GO:0009522","photosynthesis;photosystem I reaction center;plasma membrane-derived thylakoid membrane;photosystem I","photosystem I subunit IV",0,0,0,3.244673987,3.687396681,3.12020262,9.352233333,0,3.350757762,0,-3.350757762,2.22244539,"Downregulated","Photosynthesis and chlorophyll"
"K02720",-2.427008079,0.000540362,0,0,0,16.957,14.043,15.39,"Cytochrome c-550","photosystem II cytochrome c-550","","","GO:0015979;GO:0022904;GO:0005506;GO:0009055;GO:0020037;GO:0009523;GO:0042651","photosynthesis;respiratory electron transport chain;iron ion binding;electron transfer activity;heme binding;photosystem II;thylakoid membrane","photosystem II cytochrome c550",0,0,0,4.16647444,3.911020405,4.034743949,15.46333333,0,4.037412931,0,-4.037412931,3.267314847,"Downregulated","Photosynthesis and chlorophyll"
